id,name,birth
23583,"Olga Lucía Alvira",
23593,"Marcus Alvisi",1954
23596,"Jonathan Alvord",
23597,"Karin Alvtegen-Lundberg",
23600,"Luis Fernando Alvés",1961
23606,"Cindy Alwan",
23607,"Austin Alward",
23609,"Jennifer Alward",1948
23615,"Peter Alwazzan",
23618,"Lisa Alwert",
23622,"Stanley Alwis",
23639,"Arsevir Alyanak",1907
23641,"Osman Alyanak",1916
23643,"Irizbaj Alybayev",
23644,"Marthe Alycia",1903
23654,"Andre Aloshine",1960
23655,"Nikolai Alyoshin",
23657,"Olga Alyoshina",
23658,"Tamara Alyoshina",1919
23662,"Nicole Alysia",
23663,"Karen Alyx",
23664,"Walter Alza",
23668,"Lyle Alzado",1949
23669,"Javier Alzaga",
23674,"Osvaldo Alzari",
23675,"Gabriel Alzate",
23676,"Óscar Alzate",
23679,"Maguy Alziari",
23687,"Mickey Alzola",
23688,"Yolanda Alzola",1970
23691,"Sandra Alzugaray",
23693,"Enrique Alzugaray",
23694,"Karl Alzén",
23697,"Nuri Alço",
23702,"Georges Alépée",
23703,"Christophe Alévêque",1963
23704,"Jorge Alí",1959
23707,"Román Alís",1931
23711,"Nanny Ama",
23715,"Shigeru Amachi",1931
23716,"Bob Amacker",
23719,"Masuo Amada",1958
23720,"Louis-Balthazar Amadangoleda",
23721,"Raymond Amaddio",
23724,"Giovanni Amadei",
23730,"Antonio Amadeo",
23732,"Cristina Amadeo",
23738,"Antonio Amadeu",
23739,"Gésio Amadeu",1947
23747,"Silvio Amadio",1926
23749,"Saïd Amadis",
23752,"Camila Amado",1938
23753,"Cecília Amado",1976
23754,"Chisco Amado",1962
23756,"Daniel Amado",
23759,"François Amado",
23761,"Gilles Amado",
23764,"Jorge Amado",1912
23766,"Julie Amato",1944
23767,"Manuel Amado",
23776,"Alfonso Amador",
23782,"Carlos Amador",
23784,"Carolina Amador",
23793,"Humberto Amador",1970
23799,"Miguel Amador",
23804,"Rafael Amador",
23805,"Raimundo Amador",1959
23810,"Zenaida Amador",1933
23813,"Luis César Amadori",1903
23817,"Jean Amadou",1929
23819,"Alessandro Amaducci",
23823,"Toshiyuki Amagasa",
23824,"Gilyak Amagasaki",
23832,"Mathieu Amalric",1965
23838,"Natacha Amal",1968
23839,"Amala Akkineni",
23840,"Juan Amalbert",
23843,"Bruno Amalfitano",
23846,"Dalila Amali",
23849,"Daniel Amalm",1979
23851,"Hervé Amalou",
23852,"J.K. Amalou",
23858,"Yûki Amami",1967
23859,"Keita Amemiya",1959
23860,"Ryo Amamiya",
23861,"Yoshimitsu Amamori",
23862,"Hideyo Amamoto",1926
23863,Aman,
23868,"Zeenat Aman",1951
23870,Amancio,
23877,"Paul Amand",
23879,Amanda,
23885,"Tom Amandes",1959
23886,"Oraz Amangeldyyev",
23887,"Selim Amangeldyyev",
23889,"Ismaïl Amani",
23890,"Antigoni Amanitou",
23891,"Farkhad Amankulov",
23900,"Dorit Amann",1939
23901,"Frank Amann",1961
23902,"Gerhard Ammann",
23904,"Günther Amann",
23907,"Max Amann",1891
23913,"Kôsei Amano",
23915,"Mandy Amano",1978
23916,"Masamichi Amano",
23917,"Mayumi Amano",
23919,"Sayoko Amano",
23923,"Yoshitaka Amano",1952
23924,"Yuri Amano",1966
23925,"Masashi Amenomori",1930
23926,"Svetlana Amanova",1961
23927,"Christiane Amanpour",1958
23929,"Charles Band",1951
23934,"Amapola Cabase",
23935,Amar,
23937,"Amar Mohile",
23940,"Armand Amar",1953
23943,"Denis Amar",1946
23945,"Georges Amar",
23947,"Henri Paul Amar",
23953,"Nicole Amar",
23954,"Paul Amar",1950
23955,"Philippe Amar",
23961,"Zoran Amar",1954
23964,"Mabrouk Ait Amara",
23966,"W.D. Amaradeva",1927
23967,"Maurice Amaraggi",
23970,"Cacá Amaral",1955
23971,"Cristiano Amaral",
23972,"Cristina Amaral",
23974,"Fernando Amaral",1932
23978,"Jeff Amaral",
23979,"Jeovah Amaral",
23982,"José Amaral",
23988,"Lêda Amaral",
23993,"Maria Adelaide Amaral",1942
23994,"María Amaral",
23999,"Neuza Amaral",1930
24003,"Ricardo Amaral",
24004,"Rich Amaral",1962
24009,"Salvador Amaral",1938
24013,"Suzana Amaral",1932
24015,"Tata Amaral",1961
24022,"Yara Amaral",1936
24025,Amarande,1939
24026,"Cassio Amarante",
24028,"Tetê Amarante",
24032,"Sriyani Amarasena",
24033,"Swarna Amarasena",
24039,Amarjeet,
24040,"Joan Albert Amargós",1950
24042,"Carl Amari",
24045,"Mira Amari",1961
24046,"Raul Lovecchio",
24050,"Moni Amarilio",
24051,"Shachar Amarilio",
24059,"Vijay Amarnani",
24061,"K. Amarnath",1914
24078,"Luís Amaro",
24086,"Myriam Amarouchene",
24092,"Fayza Amasaib",
24093,"Vasil Amashukeli",
24095,"Igor Amasiiski",
24097,"Arsen Amaspyuryants",
24099,"Christine Amat",
24102,"Frederic Amat",1952
24104,"Jorge Amat",
24108,"Muriel Amat",
24114,"Akara Amarttayakul",1974
24120,"Rod Amateau",1923
24123,"Michel Amathieu",
24125,"Anni Amati",
24127,"Edmondo Amati",1920
24128,"Federico Amati",
24130,"Maurizio Amati",1944
24131,"Piero Amati",
24132,"Sandro Amati",
24138,"Adrienne Amato",
24145,"Claudio Amato",
24148,"Dave Amato",1953
24151,"Gaetano Amato",1957
24152,"Gerardo Amato",1948
24153,"Gerry Amato",
24159,"John Amato",
24161,"Kelly Amato",
24162,"Leandro Amato",
24163,"Len Amato",
24164,"Lorenzo Amato",
24173,"Massimiliano Amato",1963
24174,"Michael Amato",
24179,"Paul Amato",1955
24180,"Sally Amato",1917
24181,"Silvio Amato",
24182,"Stefano Amato",
24183,"Steven Amato",
24184,"Tommy Amato",
24185,"Tony Amato",1920
24187,"Vincenzo Amato",
24188,"Vincenzo Amato",1966
24194,"Ed Amatrudo",
24195,"Bin Amatsu",1921
24202,"Luisa Amatucci",1971
24203,"Stefano Amatucci",
24207,"Tony Amatullo",
24210,"Andrée Amavet",
24211,"Alberto Amaya",
24213,"Carmen Amaya",1913
24214,"Ed Amaya",
24222,"Marcela Amaya",
24227,"Rafael Amaya",1977
24230,"Vicente Amaya",
24233,"Johnathon M.K. Amayo",
24234,"Theresa Amayo",1933
24238,"Claude Amazan",1959
24242,"India Amazonense",
24243,"Erol Amaç",1934
24246,"Clarissa Ambach",
24248,"Jacques Ambach",
24249,"Peter Ambach",
24251,"Sacha Amback",
24252,"Andrea Ambandos",
24256,"Jim Ambandos",
24258,"Patrice Ambard",
24259,Ambarish,1951
24261,"Ana María Ambas",1940
24262,"Geneviève Ambas",
24263,"Madhu Ambat",1950
24265,"Amber Production Team",
24273,"Lee Amber",1916
24276,"Steve Amber",
24278,"Toni Amber",
24281,"Lucas Amberg",
24283,"Günther Amberger",1929
24296,"Serge Ambert",
24298,"Laura Ambesi",
24300,"Lise Ambielle",
24301,Ambika,
24302,Ambika,
24303,Ambili,
24304,"V.J. Ambily",
24308,"Gunila Ambjörnsson",1938
24310,"Ingvar Ambjørnsen",1956
24313,"Lars Amble",1939
24319,"Jeanene Ambler",
24323,"Kim Ambler",
24325,"Ned Ambler",1969
24331,"Josef Ambor",
24335,"Sarah Ambos",
24338,"Fabrizio Ambrassa",
24339,Ambre,
24340,"Beatrice Ambre",
24345,"William Ambrico",
24350,"Domingo Ambriz",1948
24352,"Franco Ambriz",
24365,"Silvano Ambrogi",1929
24371,"Alan Ambron",
24375,"Wolfgang Ambros",1952
24376,"Heinz Ambrosch",
24377,"Martin Ambrosch",1964
24380,"Anna Ambrose",1944
24381,"Brandon Ambrose",
24382,"Caroline Ambrose",
24384,"Charles Ambrose",
24388,"David Ambrose",1943
24398,"Joe Ambrose",1931
24404,"Lauren Ambrose",1978
24405,"Lourdes Ambrose",
24406,"Marc Ambrose",
24409,"Paul Ambrose",1948
24414,"Robert Ambrose",
24415,"Roger C. Ambrose",
24421,"Stephen Ambrose",1936
24425,"Tangie Ambrose",
24430,"Trevor Ambrose",
24431,"Valerie Ambrose",
24436,"Franco Ambrosetti",1941
24446,"Goddess Ambrosia",
24454,"Paola Ambrosini",
24456,"Philippe Ambrosini",
24457,"Theodore Ambrosini",
24469,"Alena Ambrová",1955
24471,"Monika Ambroziak",1971
24472,"Jerzy Ambroziewicz",1931
24475,"Scott Ambrozy",
24476,"András Ambrus",1925
24480,"Mercedes Ambrus",1973
24484,"Cindy Ambuehl",1965
24492,"Stig R. Amdam",1961
24498,"Neil Amdur",
24500,"Assaf Amdursky",
24501,"Benny Amdurski",
24506,"Shmuel Amede",
24509,"Amedeo Salamon",
24511,"John Patrick Amedori",1987
24518,"Samuel Ameen",
24521,"Jorge Ameer",1972
24526,Ameeta,
24527,"Boel Amegrissi",
24529,"Antonio Ameijeiras",
24530,"Juan Amejeiras",
24532,"Michiko Ameku",1963
24533,"Mîna",1977
24535,"Said Amel",
24537,"Viktor Amelchenkov",1938
24538,"Paolo Ameli",
24550,"Sonia Amelio",
24554,"Deborah Amelon",1955
24558,"Emie Amemiya",
24559,"Karin Amemiya",
24562,"Carol Amen",1933
24565,"Tony Amen",
24566,"Zen Amen",
24569,"Kate Amend",
24575,"Scott Nicholas Amendolare",
24580,"Claudio Amendola",1963
24582,"Ferruccio Amendola",1930
24586,"Linda Amendola",
24589,"Mario Amendola",1910
24593,"Tony Amendola",1951
24596,"Don Amendolia",1945
24604,"Montse Amenós",1954
24610,"Jeff Ament",1963
24617,"Marco Amenta",1970
24619,"Pino Amenta",1952
24622,"Alejandro Amenábar",1972
24629,"Mark Ameral",
24630,"Sumitta Amerasinghe",
24633,"Alex Ameri",1937
24641,"Chris America",
24647,"Cindy Ferda",
24650,"Jennifer Amerine",
24652,"Erich Amerkamp",
24654,"Kathy Amerman",
24658,"John Amero",1939
24659,"Lem Amero",1937
24662,"Bill Amerson",1938
24668,"Carl Amery",1922
24672,"Allyson Ames",1937
24673,"Wallace Earl Laven",1926
24674,"Andy Ames",
24683,"Brian Ames",
24685,"Carolyn Ames",
24686,"Christopher Ames",
24691,"Denise Ames",1965
24695,"Ed Ames",1927
24696,"Edward Ames",
24707,"Granville Ames",
24715,"John Ames",
24718,"Jonathan Ames",
24746,"Stefani Ames",
24750,"Taylor Ames",
24761,"John Amess",
24764,"Alfredo Amestoy",1941
24766,"Virginia Amestoy",
24769,"Skender Amet",
24772,"Eskender Ametov",
24780,"Kwesi Ameyaw",1975
24782,"Carlos Amezcua",1953
24783,"Carmen Amezcua",
24784,"Steve Amezdroz",
24786,"José Amezquita",
24790,"Javier G. Amezúa",
24794,"Aleksandr Amfiteatrov",
24796,"Diana Amft",1975
24800,"Jamal Amhali",
24801,"Najib Amhali",1971
24806,"Shoshana Ami",
24808,"Franck Amiack",
24810,"Martin Amic",
24816,"Joaquín Amichatis",1921
24823,"Greg Amici",
24825,"Vanio Amici",
24831,"Ron Amick",
24832,"Tom Amick",
24835,"Frédéric Amico",
24836,"Gianni Amico",1933
24838,"Hank Amico",
24839,"Robert Amico",1953
24842,"Gianfranco Amicucci",
24847,"Sergio Amidei",1904
24849,Amidou,1935
24850,"Souad Amidou",1959
24851,"Alan Amiel",
24852,"Catherine Amiel",
24856,"Jack Amiel",
24862,"Mireille Amiel",
24867,"Caroline Amies",1951
24869,"Toby Amies",
24871,"Faifua Amiga",
24873,"Ana Amigo",
24874,"Cesar Amigo",1924
24877,"Juan Amigo",
24882,"Rogelio Amigo",
24884,"Ángel Amigo",
24887,"Santiago Amigorena",1962
24888,"Jean-François Amiguet",1950
24889,"Philippe Amiguet",
24891,"Naoko Amihama",
24894,"Jean Meckert",1910
24896,"Grace Amilbangsa",
24900,"Cécile Amillat",
24901,"Abbas Amin",
24902,"Adibah Amin",
24906,"Harish Amin",
24907,"Idi Amin",1923
24908,"M. Amin",1924
24909,"Mark Amin",
24910,"Mervat Amin",1946
24911,"Mustafa Amin",
24912,"Shimit Amin",
24913,"Sol Amin",
24918,"Daniel Aminati",1973
24919,"Georges Aminel",1922
24920,"Alexandra Amini",
24922,"Cyrus Amini",
24925,"Hossein Amini",1966
24926,"Majid D. Amini",
24930,"Tetsurô Amino",1955
24931,"Marianne Aminoff",1916
24933,"Elena Aminova",1949
24935,"Aude Amiot",1964
24940,"Paul Amiot",1886
24941,"George Amiotte",
24942,"Imri Nasution",
24944,"Ami Amir",1950
24945,"Arie Amir",
24946,"Assaf Amir",
24948,"Gideon Amir",
24950,"Guy Amir",1977
24952,"Hail Amir",
24960,"Sean Flynn",1989
24965,"Helena Amiradzibi-Stawinska",1932
24966,"Farhad Amirahmadi",
24970,"Tamar Amiran",1945
24971,"Amiran Amiranashvili",1955
24984,"Viacheslav Amirhanian",
24989,"Omid Amiri",
24992,"Tengo Amiridze",
24993,"Jon Amirkhan",
24995,"Edwin Amirkhanian",
24997,"Robert Amirkhanyan",
24999,"Ardak Amirkulov",1955
25003,"Danny Amis",1959
25006,"Kingsley Amis",1922
25007,"Martin Amis",1949
25008,"Stephen Amis",1966
25012,"Lily Perry Amitai",
25016,"Shirel Amitay",
25018,"Mark Amitin",
25021,"Francesca Amitrano",
25023,"Nail Amiyev",
25024,"Moisés Amkie",
25027,"Aslam Amlani",1971
25028,"Claus-Rudolf Amler",1968
25030,"Patricia Amlin",
25032,"Vladimir Amlinsky",
25034,"Tomas Amlöv",
25035,"Claudia Amm",1946
25045,"Lukas Ammann",1912
25048,"Michael Ammann",1957
25052,"Niccolò Ammaniti",1966
25055,"Samia Ammar",
25056,"Zahira Ben Ammar",
25062,"Harry Ammerlaan",
25066,"Tom Ammiano",1941
25070,"Sergio Ammirata",1935
25071,"Anna Ammirati",1979
25079,"Paul Ammitzboll",
25080,"Alicia Ammon",1886
25092,"Ruth Ammon",
25095,"Albert Ammons",1907
25104,"Kjeld Ammundsen",1939
25106,"Krisana Amnueyporn",
25107,"Antonio del Amo",1911
25112,"Michael Amo",
25117,"Álvaro del Amo",
25119,"Kwame Amoaku",
25127,"John Amodeo",
25133,"Diego Amodio",
25135,"Giuseppe Amodio",
25137,"K Amoha",
25145,"Guy Amon",
25149,"Leif Amon",
25155,"Robert Amon",
25157,"Sergio Amon",1960
25163,"Kishori Amonkar",1932
25165,"Marcel Amont",1929
25168,"Sylvia Amoo",
25173,"Maria Amor Olmo",
25174,"Amel Amor",
25177,"Christine Amor",1952
25179,"Gabriel Amor",
25180,"Hammadi Ammour",
25182,"José Antonio Amor",
25189,"Maximiliano Amor",
25190,"Miquel Amor",
25191,"Paola Amor",
25193,"Raouf Ben Amor",
25195,"René Amor",
25196,"Senor Amor",
25206,"Bobby Amore",
25208,"Hugo Amore",
25215,"Amanda Amores",
25219,"Thanos Amorginos",
25221,"Murilo Amorim Correia",1926
25225,"Arminda Amorim",
25227,"Edgar Amorim",
25234,"Nair Amorim",
25238,"Rubem Amorim",
25239,"Sérgio Amorim",
25240,"Valeria Costa Amorim",
25241,"Vicente Amorim",1966
25247,"Paul Amorosi",
25249,"Luca Amorosino",1968
25251,"Carmine Amoroso",1963
25257,"Roberto Amoroso",1911
25260,"Tommaso Amoroso",
25262,"Joe Amoruso",
25263,"Marino Amoruso",1955
25265,"Cleveland Amory",1917
25266,"Michael L. Amory",
25268,"Richard Amory",
25271,"Jordi Amorós",
25272,"Andrés Amorós",
25274,"Francisco Amorós",
25279,"Josep Amorós",
25280,"Juan Amorós",1936
25285,"Ángel Amorós",
25293,"David Amos",1958
25306,"Jack Amos",
25307,"Janet Amos",1945
25309,"John Amos",1939
25311,"K.C. Amos",
25316,"Matthew Amos",
25317,"Michael Amos",
25318,"Patrick Amos",
25321,"Sheila Amos",1946
25326,"Sergei Amosov",1965
25327,"Mariya Amosova",
25328,"Olga Amosova",
25336,"Yves Amoureux",
25338,"Clémentine Amouroux",
25340,"Sylvestre Amoussou",
25343,"Pierre Amoyal",
25345,"José Amozurrutia",
25347,"King Ampaw",
25349,"Eleni Ampelakiotou",1959
25353,"Christina Amphlett",1959
25354,"Michel Amphoux",
25355,"John Amplas",1949
25364,"Alice Amter",
25365,"Isabel Ampudia",
25368,"Raine Ampuja",
25371,"David Amram",1930
25372,"Guy Amram",
25374,"Robert Amram",1938
25376,"Che Amran",
25379,"Said Amrane",
25381,"Gabi Amrani",1934
25385,"Ken Amrani",
25389,"Sadashiv Amrapurkar",1950
25398,"Vijay Amritraj",1953
25399,"Kamal Amrohi",1918
25400,"Alison Amron",
25413,"Janet Amsden",
25414,"Justin Amsden",
25415,"Liz Amsden",
25418,"Daniel F. Amselem",
25420,"George Amsellem",
25424,"Yelena Amshinskaya",
25426,"André Amsler",
25432,"Jürg Amstein",
25435,"Simon Amstell",1979
25439,"Lisa Amsterdam",
25441,"Neil Amsterdam",
25443,"Katie Amstutz",1968
25445,"Roland Amstutz",1942
25454,"Mario Amtmann",
25458,"Nikki Amuka-Bird",1976
25459,"Raúl Amundaray",1937
25463,"Kristin Amundsen",
25464,"Michael Amundsen",
25465,"Mitchell Amundsen",1958
25468,"Roald Amundsen",1872
25469,"Roger Amundsen",
25471,"Steve Amundsen",
25477,"Peter Amundson",
25480,"Namie Amuro",1977
25482,"Antonio Amurri",1925
25483,"Eva Amurri Martino",1985
25486,"Ilya Amursky",1963
25488,"Julio Amussen",
25489,"Les Asmussen",
25498,"Gilbert Amy",1936
25499,"Nita Amy",
25503,"Isabelle Amyes",1950
25508,"Lucie Amyot",
25510,"Robert Amyot",
25514,"Tim Amyx",
25517,"Pierre Amzallag",1963
25519,"Radu Amzulescu",1959
25522,"Amândio",
25523,"Amédée",1923
25530,"Luiz Américo",1946
25532,"Mário Américo",
25533,"Federico Amérigo",
25534,"Jean-Pierre Améris",1961
25535,"Aitor Amézaga",
25538,"Patxi Amezcua",
25543,"Dick An",
25546,"Hark-On Fung",1948
25547,"Mikhail An",
25548,"Seok-Hwan An",
25550,"Wang An",
25551,"Wei An",
25556,"Anita Romero",
25557,"Doru Ana",1954
25559,"Walter Santa Ana",1932
25567,"Marinella Anaclerio",
25569,"Santosh Anand",
25576,"Dhimiter Anagnosti",1936
25577,"Roza Anagnosti",1943
25584,"Anahí",1982
25585,Anaida,
25597,"Kakia Analyti",1934
25598,Anamar,1960
25600,Anamia,
25602,"Kenji Anan",1962
25603,Anand,
25606,Anand,
25607,"Anand Raj Anand",
25608,"Chetan Anand",1921
25609,"Deepak Anand",
25610,"Dinesh Anand",
25611,"Gogi Anand",
25612,"Gul Anand",
25613,"Inder Raj Anand",
25614,"J.A.R. Anand",
25615,"J.C. Anand",
25617,"Ketan Anand",
25618,"Mahesh Anand",1961
25619,"Major Anand",
25620,"Rajeev Anand",
25621,"Sabitha Anand",
25623,"Shashi Anand",
25625,"Shoma Anand",
25626,"Suneil Anand",1956
25627,"Tinnu Anand",1953
25629,"Vijay Anand",1934
25630,"Vikas Anand",
25631,"Vinay Anand",
25632,"Vivek Anand",
25634,"M.S. Anandan",
25640,"Jay Anania",
25642,"Massimo Anania",
25643,"Maurizio Anania",
25646,"José Ananias",
25649,"Valentina Ananina",1933
25651,"Aleksei Ananishnov",1962
25654,Ananth,
25655,"S.K. Ananthachari",
25668,"Matthew Anas",
25669,"Cihan Anasai",
25694,"Faye Gatteau",
25695,"Salvatore Anastasia",
25697,"Giorgos Anastasiadis",
25699,"Stelios Anastasiadis",
25705,"J. Damian Anastasio",
25706,"Javier Anastasio",
25709,"Trey Anastasio",1964
25712,"Glen Anastasiou",
25714,"Ioana Anastasiu",
25717,"Ludwig Anastasos",
25718,"Nikola Anastasov",1932
25719,"Andreas Anastasatos",
25720,"Chris Anastassiades",
25726,"Tedd Anasti",
25731,"Anatol Constantin",1921
25732,"Anatoliy Artamonov",
25734,"Giuseppe Anatrelli",1925
25741,"Alfonso Anaya",1926
25744,"Daniel Anaya",
25745,"Elena Anaya",1975
25755,"Noemi Anaya",
25764,"Yano Anaya",1972
25767,"Jadwiga Andrzejewska",1915
25771,"Netaya Anbar",
25774,"Suzan Anbeh",1970
25777,"Mircea Anca",1960
25778,"Jerzy Antczak",1929
25779,"Romualds Ancans",1944
25784,"Jordan Ancel",
25788,"Barry Jean Ancelet",
25789,"Mary Caroline Ancelet",
25800,"Carlo Ancelotti",1959
25801,"Gaston Ancelovici",1945
25802,"Charles L. Anceney",
25805,"Rajiv Anchal",
25808,"Alberto Anchart",1931
25811,"Bernie Ancheta",
25813,"José de Anchieta",1948
25816,"Pier Giovanni Anchisi",
25821,"Leo Anchóriz",1932
25823,"Dominic Anciano",1959
25825,"Marcello Daciano",1977
25833,"Henri Ancilotti",
25837,"Carlos Ancira",1929
25843,"Cecile Anckarswärd",1942
25844,"Olivia Ancker",
25846,"Ed Ancoats",
25850,"Amy B. Ancona",
25852,"Ronni Ancona",1968
25855,"Luciano Anconetani",
25856,"Marcello Anconetani",
25857,"Richard Anconina",1953
25858,"Joseph Ancore Jr.",
25867,"Paul Anczykowski",
25868,"Emin And",
25870,"Raúl de Anda Jr.",
25874,"Raúl de Anda",1908
25878,"Györgyi Andai",1947
25879,"Kati Andai",1948
25881,Andaleeb,
25885,"Marisa Andalò",
25886,"Sandy Andolong",
25891,"Mig Macario",1970
25893,"Jesusa Andany",1943
25900,"Michael Ande",1944
25906,"Pauline Andela",
25914,"Pia Andell",1964
25918,"Philip Andelman",
25925,"Mathew Anden",1942
25926,"Géza von Cziffra",1900
25927,"Ants Ander",1931
25928,"Bernd Ander",
25934,"Régis Ander",
25936,"René Ander-Huber",
25937,"Ondrej Andera",1974
25938,"Mark Anderako",
25939,"Bengt Anderberg",1920
25945,"Torgny Anderberg",1919
25947,"Åsa Anderberg",
25950,"Michael Andercon",
25954,"Jacqueline Andere",1938
25955,"Adam Thomas Anderegg",
25957,"Yelena Anderegg",1920
25958,"Jackson Anderer",1972
25966,"Craig Anderl",
25972,"Maureen Anderman",1946
25973,"Andrea Andermann",
25975,"Ursula Andermatt",1957
25978,"Allison Anders",1954
25980,"Avalon Anders",1963
25982,"Birgit Anders",1952
25987,"Chris Anders",
25988,"Christian Anders",1945
25993,"Derek Anders",
25994,"Devon Anders",
25997,"Donna Anders",1936
26000,"Ed Anders",
26003,"Elliot Anders",
26004,"Ernst Anders",1928
26005,"Erwin Anders",1908
26016,"Helga Anders",1948
26022,"Jamie Anders",
26034,"Lila Andres",1923
26035,"Luana Anders",1938
26039,"Merry Anders",1934
26042,"Ralph Anders",
26045,"Richard Anders",1934
26047,"Ruben Anders",
26057,"Vic Anao",
26060,"Wladyslaw Anders",1892
26064,"Alfred Andersch",1914
26065,"Brecht Andersch",1966
26069,"Martin Andersen Nexø",1869
26075,"Anders T. Andersen",1966
26078,"Andrew B. Andersen",
26083,"Anne Katrine Andersen",
26085,"Arild Andersen",1945
26086,"Arlis Andersen",
26089,"Asta Esper Hagen Andersen",1919
26092,"Benny Andersen",1929
26097,"Bibiana Fernández",1954
26100,"Bjarne Andersen",1909
26104,"Brian Andersen",
26105,"Brick Andersen",
26106,"Bridgette Andersen",1975
26109,"Carl Andersen",1958
26114,"Christopher Andersen",1949
26119,"Curtis Andersen",1977
26121,"Dan Andersen",
26122,"Dana Andersen",1963
26124,"Darin Andersen",
26127,"Dorthe Birkedal Andersen",
26130,"Elga Andersen",1935
26133,"Eric Andersen",1943
26134,"Eric D. Andersen",
26146,"Gotha Andersen",1921
26150,"H.P. Møller Andersen",
26152,"Hannes Andersen",
26153,"Hans Christian Andersen",1805
26154,"Harald Andersen",
26160,"Iben Haahr Andersen",1953
26163,"Inger Marie Andersen",1930
26164,"Isa Jank",1952
26174,"John Andreas Andersen",
26187,"Kasper Tuxen",1977
26189,"Kim Andersen",
26190,"Kim Haugan Andersen",
26194,"Kjell Andersen",
26195,"Knut Andersen",1931
26196,"Kresten Andersen",1947
26198,"Lale Andersen",1905
26199,"Lars Kristian Andersen",1960
26202,"Lisbeth Andersen",
26203,"Lotte Andersen",1963
26205,"Mads Bugge Andersen",1971
26207,"Manon Andersen",
26218,"Merete Andersen",
26224,"Niels Andersen",1942
26226,"Nils Pagh Andersen",
26228,"Nis Andersen",
26240,"Preben Nygaard Andersen",
26243,"Ronald Andersen",
26245,"Scott Andersen",
26254,"Stefan Pagels Andersen",1986
26257,"Susy Andersen",1940
26258,"Svein Andersen",
26259,"Svend Andersen",
26263,"Thom Andersen",1943
26272,"Torben Andersen",
